_id,name,salary,link,min_salary,max_salary,currency,source
5f84bd0a0f267e4e46937636,Machine Learning Developer,"[""з/п не указана""]",https://hh.ru/vacancy/39338460?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937637,Разработчик JavaScript/Python(django),"[""з/п не указана""]",https://hh.ru/vacancy/38931639?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937638,Автор курсов по Python,"[""з/п не указана""]",https://hh.ru/vacancy/39734131?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693763a,Senior Python-разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39626580?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693763c,Python-разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39623866?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693763e,Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39620739?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693763f,Python developer/Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39628022?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937640,Python Developer,"[""з/п не указана""]",https://hh.ru/vacancy/39135377?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937641,Python Developer (DM & AdHoc),"[""з/п не указана""]",https://hh.ru/vacancy/39307004?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937643,Senior Python Developer,"[""з/п не указана""]",https://hh.ru/vacancy/39402536?query=python,none,none,none,hhru
5f84bd0b0f267e4e46937646,Web-разработчик (Python),"[""з/п не указана""]",https://hh.ru/vacancy/39136171?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764a,Backend программист (Python),"[""з/п не указана""]",https://hh.ru/vacancy/38845851?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764b,Automation QA (Python),"[""з/п не указана""]",https://hh.ru/vacancy/29323728?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764c,Python разработчик,"[""до "",""200 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/38145409?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764d,Python Middle QA Automation тестировщик,"[""з/п не указана""]",https://hh.ru/vacancy/39718604?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764e,Fullstack-разработчик (Python/React),"[""з/п не указана""]",https://hh.ru/vacancy/39662638?query=python,none,none,none,hhru
5f84bd0b0f267e4e4693764f,Разработчик Python,"[""з/п не указана""]",https://hh.ru/vacancy/37053392?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937652,Senior Python Engineer,"[""з/п не указана""]",https://hh.ru/vacancy/39312484?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937653,JavaScript/Python developer SberDevices,"[""з/п не указана""]",https://hh.ru/vacancy/39665742?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937654,Python-разработчик (TeamLead - Архитектор),"[""з/п не указана""]",https://hh.ru/vacancy/39731770?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937655,Python developer/Data engineer,"[""з/п не указана""]",https://hh.ru/vacancy/39755296?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937656,Разработчик Python (Django),"[""от "",""100 000"","" до "",""140 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/39180230?query=python,100000,140000,руб.,hhru
5f84bd0c0f267e4e46937657,Python backend developer,"[""з/п не указана""]",https://hh.ru/vacancy/39067708?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937658,Senior Python developer,"[""до "",""260 000"","" "",""руб."","" до вычета налогов""]",https://hh.ru/vacancy/39430683?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937659,Python разработчик,"[""от "",""100 000"","" до "",""150 000"","" "",""руб."","" до вычета налогов""]",https://hh.ru/vacancy/39374356?query=python,100000,150000,руб.,hhru
5f84bd0c0f267e4e4693765a,Разработчик на Python,"[""з/п не указана""]",https://hh.ru/vacancy/39297364?query=python,none,none,none,hhru
5f84bd0c0f267e4e4693765d,Python разработчик SberDevices,"[""з/п не указана""]",https://hh.ru/vacancy/36286016?query=python,none,none,none,hhru
5f84bd0c0f267e4e4693765f,CG программист (Python/C++),"[""з/п не указана""]",https://hh.ru/vacancy/26680990?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937661,Ведущий программист Python,"[""з/п не указана""]",https://hh.ru/vacancy/39474618?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937662,Программист Python,"[""з/п не указана""]",https://hh.ru/vacancy/39301328?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937664,Разработчик Python,"[""з/п не указана""]",https://hh.ru/vacancy/39400980?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937667,Python разработчик (SberDevices),"[""з/п не указана""]",https://hh.ru/vacancy/37685908?query=python,none,none,none,hhru
5f84bd0c0f267e4e46937668,Senior Python-разработчик в Марусю,"[""з/п не указана""]",https://hh.ru/vacancy/38368836?query=python,none,none,none,hhru
5f84bd0c0f267e4e4693766a,Преподаватель на курс по программированию на Python,"[""з/п не указана""]",https://hh.ru/vacancy/39570700?query=python,none,none,none,hhru
5f84bd0c0f267e4e4693766b,Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/38959785?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693766c,Java/Python Dev,"[""з/п не указана""]",https://hh.ru/vacancy/39586832?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693766e,Python Django разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39020203?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693766f,Python developer,"[""з/п не указана""]",https://hh.ru/vacancy/37609721?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937670,Программист Python,"[""от "",""140 000"","" до "",""210 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/38991528?query=python,140000,210000,руб.,hhru
5f84bd0d0f267e4e46937673,Python Разработчик (удаленно),"[""от "",""100 000"","" до "",""140 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/39306323?query=python,100000,140000,руб.,hhru
5f84bd0d0f267e4e46937675,Ведущий программист (Python),"[""з/п не указана""]",https://hh.ru/vacancy/37729816?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937676,Python разработчик (Big Data),"[""з/п не указана""]",https://hh.ru/vacancy/37700368?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937677,Программист Python (Удаленная работа),"[""от "",""20 000"","" до "",""140 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/39335239?query=python,20000,140000,руб.,hhru
5f84bd0d0f267e4e46937678,Python developer,"[""з/п не указана""]",https://hh.ru/vacancy/39211968?query=python,none,none,none,hhru
